ID,Country,PA_Days,VA_Weekly_Days,VA_Daily_Hours,MIA_Weekly_Days,MIA_Daily_Hours,Sedentary_Daily_Hours,Hours_Slept,Uni_Facilities,Smoking_Habits,Alcohol_Drinks,Fruits,Veg,Fastfood,Sugary_Drinks,Optimism,Relaxedness,Coping,Closeness,University,Year,Gender,BMI,GPA,Campus,Sports_Club
6035,MY,0,0,0.0,0,0.0,14.25,6.0,1,5,0,1,3,1,3,2,4,2,5,UPM,1,M,23.14725512,3.7,2,2
6177,MY,0,2,2.0,0,0.0,11.75,2.0,1,5,0,1,1,2,6,3,4,3,3,UPM,3,F,27.39091856,3.7,1,1
6127,MY,3,3,2.75,2,1.75,12.75,2.0,1,5,0,2,3,1,5,4,4,4,3,UPM,3,M,15.40062435,,2,1
6190,MY,1,2,3.25,0,0.0,3.25,2.0,1,5,0,8,2,4,1,4,5,3,2,UPM,5,F,17.7154195,,2,1
6310,MY,0,0,0.0,0,0.0,11.25,4.0,4,5,0,1,1,1,1,3,3,3,4,UM,5,M,18.42653421,3.8,2,1
6130,MY,0,0,0.0,0,0.0,11.25,12.5,1,5,0,1,2,1,8,3,4,3,4,UPM,3,M,20.17455375,3.3,2,1
6240,MY,0,3,2.0,2,2.0,8.25,6.5,1,5,0,1,1,3,3,4,4,4,4,UPM,3,M,18.02595738,3.9,1,1
6172,MY,1,0,0.0,0,0.0,9.25,2.5,1,5,0,1,3,2,5,5,4,3,3,UPM,1,M,21.98989237,,2,1
6263,MY,7,5,2.75,2,3.25,5.25,3.75,3,5,0,3,5,2,5,1,5,5,5,UM,3,M,18.5178041,3.5,2,1
6282,MY,0,2,4.0,2,3.25,14.0,5.75,4,5,0,2,2,1,8,2,2,3,2,UM,5,F,18.5178041,3.8,2,1
6299,MY,5,0,0.0,0,0.0,5.75,3.5,1,5,0,2,1,2,1,2,3,2,2,UM,3,M,23.49523687,3.4,2,1
6111,MY,5,0,0.0,6,4.0,3.25,3.5,1,5,0,2,1,2,4,2,2,3,2,UPM,5,F,21.44756785,,1,1
6222,MY,6,0,0.0,6,4.25,6.75,3.5,3,5,0,1,1,8,7,3,4,4,4,UPM,5,M,17.14677641,,2,2
6041,MY,1,0,0.0,0,0.0,5.25,4.0,1,5,0,1,3,1,1,3,4,3,3,UPM,2,F,24.44727891,3.9,2,2
6171,MY,1,0,0.0,0,0.0,15.25,2.5,1,5,0,2,3,1,2,1,2,2,2,UPM,1,M,32.45567772,,1,1
6157,MY,2,2,2.25,4,4.25,8.75,3.0,1,5,0,2,1,3,1,4,3,5,3,UPM,5,F,24.77209671,,1,1
6124,MY,4,2,3.25,0,0.0,6.25,3.0,4,5,0,5,5,4,3,3,2,3,4,UPM,5,M,18.67093431,,2,1
6235,MY,2,0,0.0,2,3.0,6.25,3.25,1,5,0,2,1,2,2,3,4,3,2,UPM,5,M,18.59103675,,2,1
6055,MY,3,0,0.0,4,3.25,7.0,8.0,3,4,0,6,6,2,3,5,3,3,4,UPM,5,F,21.2244898,,2,1
6308,MY,1,2,3.25,3,2.25,6.25,4.0,1,4,0,2,1,3,4,1,2,1,1,UM,5,F,38.9739229,3.5,2,1
6153,MY,0,0,0.0,0,0.0,5.25,9.0,3,5,0,1,1,3,1,4,3,2,5,UPM,5,F,19.03114187,,2,1
6057,MY,3,0,0.0,7,4.0,9.0,4.0,1,5,0,8,8,2,2,5,5,3,3,UPM,5,F,20.28479857,,2,1
6238,MY,2,0,0.0,0,0.0,14.75,4.0,2,5,0,1,2,1,1,4,4,4,3,UPM,3,F,16.18427491,,2,1
6187,MY,0,0,0.0,0,0.0,5.25,2.5,1,5,0,1,1,2,2,2,5,3,3,UPM,3,M,22.48132907,3.5,1,1
6080,MY,2,1,2.25,3,3.25,13.25,4.5,1,5,0,6,2,2,8,4,3,3,2,UPM,3,M,14.69237833,2.4,1,1
6201,MY,0,0,0.0,0,0.0,14.25,1.75,1,5,0,2,1,3,2,3,3,4,2,UPM,5,M,22.48132907,3.8,2,1
6301,MY,3,0,1.75,4,2.75,9.25,6.0,1,5,0,1,2,2,4,3,3,2,3,UM,5,F,22.47120876,3.6,1,1
6078,MY,1,0,0.0,2,4.75,6.75,4.5,1,5,0,4,4,1,1,3,4,4,3,UPM,4,M,16.64932362,3.6,2,1
6242,MY,3,1,1.75,3,3.0,9.25,6.0,1,5,0,1,2,2,2,3,4,4,4,UPM,5,F,18.49649888,3.8,2,1
6128,MY,7,4,2.25,4,3.0,6.25,3.0,1,5,0,5,4,4,1,3,4,3,4,UPM,5,M,18.25631871,3.8,1,1
6150,MY,1,0,0.0,2,4.25,11.25,1.5,1,5,0,2,2,1,1,4,3,3,2,UPM,3,M,21.75546853,3.7,1,1
6141,MY,1,0,0.0,1,2.75,4.25,2.0,1,5,0,1,3,1,2,3,5,4,3,UPM,5,F,19.72318339,3.1,2,1
6129,MY,4,0,0.0,5,2.75,14.25,2.0,1,5,0,4,3,1,1,4,3,5,4,UPM,5,F,24.50894577,,2,1
6273,MY,2,1,1.75,1,1.75,4.75,6.5,1,5,0,1,2,4,3,4,4,4,4,UM,4,M,21.07719523,,1,1
6167,MY,0,0,0.0,0,0.0,11.25,4.0,4,5,0,2,4,1,1,2,2,3,2,UPM,5,F,18.51319863,,2,1
6146,MY,1,0,0.0,0,0.0,13.25,6.5,1,4,0,1,2,4,3,2,4,3,4,UPM,3,F,19.88385305,3.9,2,1
6066,MY,2,0,0.0,2,2.25,3.25,1.75,1,5,0,1,1,1,1,4,4,3,3,UPM,5,M,21.64412071,,1,1
6316,MY,1,0,0.0,2,2.75,4.25,3.5,1,5,0,1,3,6,1,3,2,2,3,UM,4,M,20.82093992,3.3,2,1
6232,MY,0,0,0.0,0,0.0,4.25,2.0,1,5,0,1,8,2,2,2,4,4,4,UPM,4,M,28.62879239,3.3,1,1
6113,MY,7,0,0.0,7,3.0,9.75,4.5,1,5,0,2,2,1,3,3,4,3,4,UPM,4,F,21.2962963,,1,1
6269,MY,5,3,2.75,2,2.75,3.25,2.0,1,5,0,4,3,2,1,3,2,3,4,UM,4,M,23.87511478,,1,1
6054,MY,0,0,0.0,0,0.0,6.25,5.0,1,5,0,1,1,1,5,2,3,2,2,UPM,4,M,27.91551882,3.8,2,1
6131,MY,1,0,0.0,0,3.25,6.25,2.5,1,5,0,1,1,2,8,4,4,4,4,UPM,5,M,18.25631871,,2,1
6193,MY,3,1,2.5,0,0.0,8.25,8.0,1,5,0,2,2,3,1,2,4,3,2,UPM,4,M,22.265625,3.8,1,1
6202,MY,3,0,0.0,3,2.25,9.25,2.0,1,5,0,7,7,2,3,3,4,4,3,UPM,5,M,22.64086462,3.9,1,1
6196,MY,3,5,2.25,7,2.25,11.25,2.75,1,5,0,1,4,2,1,5,5,5,3,UPM,5,F,25.0995016,,1,1
6134,MY,0,0,0.0,0,0.0,13.25,5.0,3,5,0,1,3,1,1,4,5,3,2,UPM,5,F,33.56401384,,2,1
6228,MY,4,4,2.75,3,2.75,3.25,9.75,1,5,0,3,1,2,4,3,3,3,3,UPM,4,F,23.30668005,3.7,1,1
6164,MY,0,0,0.0,4,2.25,3.25,5.0,1,5,0,5,3,1,2,4,2,3,3,UPM,4,M,19.97918835,3.6,1,1
6303,MY,2,0,0.0,4,4.25,13.25,4.5,1,5,0,5,3,4,3,4,4,4,2,UM,4,M,18.19548277,3.8,1,1
6095,MY,1,0,0.0,0,0.0,8.0,4.0,1,5,0,1,3,1,1,4,4,4,3,UPM,5,M,18.42653421,3.9,1,1
6077,MY,3,0,0.0,2,4.0,6.25,12.75,1,5,0,1,4,4,5,2,5,5,3,UPM,5,M,23.19109462,3.5,2,1
6181,MY,5,5,2.25,5,1.75,4.25,5.0,1,5,0,3,3,1,3,3,3,3,3,UPM,4,M,17.36111111,3.5,1,1
6104,MY,5,5,3.25,5,3.25,3.75,2.5,1,5,0,2,1,3,4,4,3,4,4,UPM,5,F,28.3446712,,1,1
2846,ID,1,0,0.0,1,1.75,12.5,9.75,1,5,0,2,1,1,2,4,3,4,4,UI,1,M,22.0603538,3.2,2,2
3057,ID,1,2,1.25,0,0.0,13.25,6.75,1,4,0,3,4,5,3,3,4,3,4,UI,1,M,33.32051775,3.4,2,2
3744,ID,2,1,2.25,1,2.0,2.5,4.75,1,4,0,1,3,2,1,3,3,3,2,UI,1,F,30.24691358,3.5,2,2
2859,ID,1,0,0.0,0,0.0,3.25,3.75,2,5,0,2,1,2,2,3,2,2,4,UI,1,M,16.33038177,3.3,2,2
3394,ID,2,0,0.0,2,2.75,4.25,4.0,1,5,0,1,1,2,2,3,4,3,4,UI,1,M,19.70553242,3.6,2,2
3933,ID,0,0,0.0,0,0.0,14.25,6.75,1,5,0,3,5,7,8,3,2,2,2,UI,1,F,21.5349084,3.9,2,2
1916,ID,2,1,2.25,0,0.0,7.25,4.75,1,5,0,5,8,2,2,5,4,4,4,UGM,2,F,21.2244898,3.4,2,2
2200,ID,5,0,0.0,0,0.0,9.25,6.75,1,5,0,3,3,5,8,3,5,5,5,UGM,1,M,20.57613169,3.3,1,2
5465,ID,0,1,3.75,1,1.75,15.25,6.0,3,5,0,1,1,2,8,4,5,3,2,UI,1,M,27.40765728,3.3,2,2
2117,ID,2,0,0.0,1,3.25,11.25,4.75,1,5,0,1,3,3,8,5,3,4,3,UGM,3,M,27.54820937,3.5,2,2
4152,ID,2,1,2.5,1,2.0,9.25,8.0,2,5,0,1,1,5,4,5,3,4,4,UI,1,M,17.578125,3.9,2,1
5011,ID,4,4,4.75,1,2.25,4.25,4.75,1,5,0,2,1,3,3,4,4,3,5,UI,1,F,30.27371181,3.8,2,1
3151,ID,1,0,0.0,0,0.0,5.25,3.75,1,5,0,2,2,5,2,3,4,4,4,UI,1,M,33.29864724,3.7,2,2
4558,ID,2,0,0.0,2,2.25,14.25,7.75,1,5,0,5,3,3,3,2,3,3,4,UI,1,M,19.31295201,3.7,2,2
4345,ID,0,0,0.0,0,0.0,15.25,7.75,1,5,0,1,1,3,3,5,4,4,3,UI,1,M,24.8357635,3.8,2,2
5866,ID,3,0,0.0,4,2.75,7.25,8.75,1,5,0,2,4,1,2,3,3,4,4,UA,1,M,26.03749399,4.0,2,2
3423,ID,0,0,0.0,0,0.0,13.25,8.25,1,5,0,3,3,3,2,5,4,4,4,UI,1,M,23.12467037,3.9,2,2
2697,ID,2,0,0.0,0,0.0,4.25,8.25,1,5,0,1,1,4,3,4,4,4,3,UI,2,M,21.51385851,3.9,2,2
5933,ID,0,0,0.0,0,0.0,9.25,7.25,1,5,0,8,1,3,1,1,1,2,3,UA,1,M,33.29864724,3.7,2,2
5439,ID,7,0,0.0,7,4.0,6.0,4.75,1,1,0,3,8,1,1,5,5,5,5,UI,1,F,20.57142857,3.4,2,1
3341,ID,2,3,1.5,6,1.75,11.25,9.75,2,5,0,3,5,2,1,4,2,4,3,UI,1,M,21.45357371,3.9,2,2
2505,ID,3,2,3.75,3,2.75,6.75,7.75,1,5,0,1,2,4,2,3,2,3,2,UGM,2,M,30.078125,3.8,2,2
2208,ID,0,0,0.0,2,3.0,2.25,7.75,1,5,0,1,3,1,2,3,3,4,3,UGM,1,M,18.66201469,3.5,2,2
4680,ID,1,1,2.5,0,0.0,5.25,6.75,1,5,0,2,3,4,4,3,3,4,2,UI,1,M,14.82134273,3.3,2,2
2029,ID,1,0,0.0,1,1.75,13.0,9.0,1,5,0,5,3,1,4,5,4,4,5,UGM,1,M,19.22768787,3.5,2,2
1832,ID,2,1,3.25,2,2.75,7.25,7.75,1,3,0,2,2,2,1,1,1,4,2,UGM,1,F,17.91508924,3.8,2,2
4509,ID,3,6,3.25,2,3.0,10.25,7.75,2,5,0,7,7,4,1,5,5,5,5,UI,1,F,27.04164413,3.7,2,2
4036,ID,3,1,2.75,0,0.0,13.25,11.25,2,3,0,2,4,2,2,4,3,4,4,UI,1,F,18.36547291,3.5,2,1
3003,ID,3,0,0.0,0,0.0,10.25,7.75,2,5,0,8,6,2,2,5,3,3,3,UI,1,M,21.75546853,3.3,2,2
5302,ID,2,0,0.0,1,2.25,14.0,3.75,1,4,3,2,2,5,8,3,5,4,4,UI,1,M,16.52892562,4.0,2,2
4786,ID,5,5,2.25,0,0.0,2.25,7.75,1,5,0,6,7,1,3,5,3,5,4,UI,1,F,24.25867407,3.7,2,2
4934,ID,5,0,0.0,7,2.25,3.25,8.75,2,5,0,2,2,1,3,4,3,3,3,UI,1,F,34.71783866,3.4,2,2
5256,ID,0,0,0.0,0,0.0,6.25,7.75,1,5,0,3,2,3,3,2,4,3,2,UI,1,M,18.42653421,3.3,2,2
5097,ID,0,0,0.0,0,0.0,8.25,4.75,2,5,0,2,4,6,4,3,3,3,3,UI,1,M,20.02884153,3.8,2,2
2451,ID,1,0,0.0,0,0.0,8.25,10.75,2,5,0,3,3,2,3,4,3,3,2,UGM,1,M,29.296875,,2,2
2315,ID,1,0,0.0,1,3.75,10.0,5.75,1,5,0,1,2,3,4,3,4,4,3,UGM,1,M,19.06771066,3.6,1,2
4952,ID,2,4,4.5,2,3.25,2.25,6.75,1,5,0,2,3,2,2,1,2,1,1,UI,1,F,16.01418399,3.8,2,2
1725,ID,3,2,4.75,2,3.25,4.5,3.5,1,5,0,2,2,1,2,4,5,3,5,UGM,1,F,20.3125,3.6,2,2
3576,ID,0,0,0.0,0,0.0,11.25,6.75,2,5,0,3,3,1,1,3,3,3,2,UI,1,F,24.77209671,3.8,2,2
2821,ID,1,1,2.75,1,1.75,9.25,2.5,1,2,0,1,1,3,4,4,5,3,2,UI,1,F,22.4996371,3.5,2,2
5898,ID,1,2,2.5,2,2.75,5.25,10.75,2,5,0,1,2,4,6,4,4,4,4,UA,1,M,20.54988662,3.9,2,2
2151,ID,0,0,0.0,0,0.0,14.25,5.75,1,5,0,1,2,1,2,4,1,4,3,UGM,1,M,17.578125,3.5,2,2
4101,ID,5,0,0.0,3,2.0,3.25,8.0,1,5,0,2,3,2,2,4,2,3,4,UI,1,M,20.703125,3.4,2,2
3349,ID,0,0,0.0,0,0.0,6.25,4.5,2,5,0,2,3,4,1,3,2,3,3,UI,1,F,25.2493372,3.9,2,2
1757,ID,1,0,0.0,0,0.0,4.25,7.25,1,3,0,1,3,1,3,3,4,4,4,UGM,2,F,19.46740129,3.2,2,2
5758,ID,0,0,0.0,0,0.0,11.25,6.25,1,5,0,4,5,2,3,3,4,3,4,UA,1,M,17.22480372,,2,2
3200,ID,3,1,3.0,1,1.75,4.5,7.75,2,5,0,1,1,2,1,3,3,3,3,UI,1,F,22.03856749,3.7,2,1
4021,ID,2,0,0.0,0,2.25,15.25,7.75,1,5,0,2,2,3,2,4,3,4,4,UI,1,F,18.59012493,3.5,2,2
5970,ID,1,0,0.0,0,0.0,3.5,7.75,1,5,0,1,3,3,2,5,2,4,4,UA,3,M,19.72386588,3.6,2,2
2393,ID,3,0,0.0,0,0.0,12.75,8.0,1,5,0,1,2,2,4,3,2,3,4,UGM,1,M,20.44674202,3.5,2,2
2860,ID,2,0,0.0,1,2.25,5.25,6.75,1,5,0,1,1,5,4,3,3,3,3,UI,1,M,20.54569362,3.6,2,2
5094,ID,0,0,0.0,0,0.0,14.25,8.25,1,5,0,1,1,2,3,5,3,4,4,UI,1,M,24.609375,3.6,2,2
4234,ID,5,0,0.0,5,1.75,8.0,6.0,1,5,0,1,1,4,3,4,4,4,4,UI,1,M,22.22222222,3.8,2,2
4809,ID,1,0,0.0,1,2.25,8.25,7.75,1,5,0,4,4,4,2,4,5,3,4,UI,1,M,21.08281329,3.2,2,2
3085,ID,3,0,0.0,0,0.0,6.25,8.25,1,5,0,2,3,4,5,4,4,3,3,UI,1,F,17.64705882,3.6,2,2
2448,ID,3,3,3.25,3,3.25,6.25,8.0,1,5,0,1,2,3,3,3,3,4,3,UGM,3,F,25.25951557,3.8,2,2
4448,ID,4,0,0.0,5,4.75,10.5,9.25,2,5,0,1,1,1,1,3,3,3,3,UI,1,F,27.54820937,3.9,2,1
2256,ID,0,0,0.0,0,0.0,8.25,5.75,1,5,0,2,2,4,4,3,4,3,2,UGM,1,M,29.296875,3.8,2,2
2688,ID,0,0,0.0,0,0.0,5.25,6.75,1,5,0,1,2,2,3,3,4,3,3,UI,1,M,21.78649237,3.5,2,2
4551,ID,2,0,0.0,4,5.0,6.5,8.25,1,5,0,2,8,1,3,5,2,5,2,UI,1,F,21.96712018,3.4,2,2
4665,ID,0,0,0.0,0,0.0,6.5,7.0,2,5,0,1,1,4,2,3,4,3,4,UI,1,M,20.0,3.9,2,2
5056,ID,2,0,0.0,2,4.75,3.25,10.25,1,5,0,1,2,1,2,3,2,4,4,UI,1,M,17.4817898,3.6,2,2
5257,ID,2,2,1.75,2,2.0,2.0,6.0,1,4,0,3,2,4,4,4,4,4,4,UI,1,F,17.13137996,3.3,2,2
6026,ID,3,0,0.0,4,2.0,14.25,10.25,1,5,0,2,8,6,2,3,2,3,4,UA,1,M,21.77843524,3.9,2,2
2156,ID,2,2,2.75,2,1.75,5.25,4.75,1,5,0,1,1,3,3,3,3,4,3,UGM,1,M,28.125,3.5,2,1
3044,ID,4,4,3.25,3,2.25,13.5,9.25,1,5,0,5,3,4,3,3,3,4,4,UI,1,F,25.2493372,3.6,2,2
4914,ID,0,0,0.0,0,0.0,15.25,2.75,1,5,0,2,1,4,1,4,4,4,4,UI,1,M,20.19509221,3.9,2,2
4964,ID,2,0,0.0,0,0.0,1.25,7.0,1,5,0,6,5,4,8,5,5,5,4,UI,1,M,22.31327843,3.9,2,1
4134,ID,2,0,0.0,0,0.0,7.25,6.75,1,5,0,1,3,1,2,2,3,5,2,UI,1,M,19.10009183,3.7,2,2
4158,ID,2,2,3.5,1,2.0,5.25,7.25,1,5,0,2,2,2,1,4,3,3,5,UI,1,M,22.20633069,3.7,2,2
4797,ID,0,0,0.0,0,0.0,8.25,2.75,1,5,0,1,1,4,3,3,5,3,2,UI,1,F,17.04330261,3.9,2,2
5817,ID,1,0,0.0,1,3.0,4.0,8.75,2,5,0,1,2,1,3,3,4,4,2,UA,1,F,20.32443826,4.0,2,2
