ID,Country,PA_Days,VA_Weekly_Days,VA_Daily_Hours,MIA_Weekly_Days,MIA_Daily_Hours,Sedentary_Daily_Hours,Hours_Slept,Uni_Facilities,Smoking_Habits,Alcohol_Drinks,Fruits,Veg,Fastfood,Sugary_Drinks,Optimism,Relaxedness,Coping,Closeness,University,Year,Gender,BMI,GPA,Campus,Sports_Club
1515,Singapore,7,0,0,7,4.75,9.75,8.25,1,5,0,2,2,3,2,4,4,4,3,NTU Singapore - National Institute of Education,1,1,NA,NA,2,1
1499,Singapore,0,0,0,0,0,12,7,2,5,1,4,2,2,3,2,3,4,2,NTU Singapore - National Institute of Education,3,2,28.44095498,3.1,2,2
1424,Singapore,2,0,0,2,0.75,5,9,1,5,0,1,1,3,3,2,3,4,3,NTU Singapore - National Institute of Education,4,2,19.70553242,3.8,2,1
1538,Singapore,2,0,0,0,0,13.25,5.5,1,5,0,1,3,1,2,2,4,3,2,NTU Singapore - National Institute of Education,3,1,19.03114187,3.8,2,1
1461,Singapore,2,3,2.25,3,2.25,10,11.25,1,5,0,3,5,2,6,3,2,3,3,NTU Singapore - National Institute of Education,3,1,21.63331531,NA,2,1
1568,Singapore,0,0,0,0,0,12.25,4.5,1,5,0,2,1,2,1,5,4,3,5,NTU Singapore - National Institute of Education,1,1,NA,NA,1,1
1460,Singapore,0,0,0,0,0,1,4.5,1,5,0,2,2,2,2,5,3,4,4,NTU Singapore - National Institute of Education,2,1,23.1206236,4.6,2,2
1564,Singapore,4,2,2.75,3,1.25,14.25,9.5,1,2,0,1,5,2,6,3,4,3,3,NTU Singapore - National Institute of Education,2,1,NA,NA,2,1
1389,Singapore,1,0,0,2,4,7,7,1,5,1,1,1,2,1,4,3,2,3,NTU Singapore - National Institute of Education,2,1,27.18089991,4.0,2,2
1584,Singapore,6,0,0,4,1.75,15.75,6.25,1,3,4,1,2,3,8,4,4,3,3,NTU Singapore - National Institute of Education,1,1,27.44059917,NA,2,1
1514,Singapore,7,7,2.25,7,2.25,13.5,7.75,1,5,0,8,8,2,8,3,3,3,3,NTU Singapore - National Institute of Education,2,1,29.3877551,3.8,1,2
1546,Singapore,2,2,4,0,0,12,7,1,5,0,6,2,1,1,1,1,3,1,NTU Singapore - National Institute of Education,3,1,25.25951557,3.5,1,1
1392,Singapore,5,0,0,0,0,5,5,2,5,1,1,1,3,3,1,1,1,1,NTU Singapore - National Institute of Education,3,2,20.3125,4.0,2,2
1419,Singapore,1,2,4,2,0,6,9,2,5,4,1,1,2,2,3,3,3,3,NTU Singapore - National Institute of Education,1,2,23.05175491,NA,2,2
1506,Singapore,2,0,0,0,0,9.25,8,1,5,0,1,1,3,2,3,2,4,2,NTU Singapore - National Institute of Education,2,1,NA,NA,1,1
1550,Singapore,3,1,4,0,4,9,7,2,5,0,2,4,2,2,4,3,4,4,NTU Singapore - National Institute of Education,3,2,18.81892431,4.5,2,2
1405,Singapore,0,0,0,0,0,14,6,1,5,0,1,3,3,8,3,4,3,3,NTU Singapore - National Institute of Education,1,1,23.03004535,NA,1,1
1421,Singapore,2,0,0,2,4,10,7,2,5,4,2,2,3,2,4,2,4,3,NTU Singapore - National Institute of Education,2,1,21.71806609,4.8,2,2
1466,Singapore,7,0,0,6,2.25,15.25,6.5,2,5,0,1,1,8,6,1,1,1,1,NTU Singapore - National Institute of Education,1,1,NA,NA,1,2
1552,Singapore,0,0,0,3,4,9,11,1,5,1,1,4,2,1,3,3,3,3,NTU Singapore - National Institute of Education,2,1,23.83673469,4.4,2,2
1351,Singapore,3,6,1.5,2,2,5.25,13.75,1,5,0,2,1,2,3,4,4,3,3,NTU Singapore - National Institute of Education,1,1,NA,NA,1,1
1594,Singapore,3,2,1.75,1,2.75,10,3,1,5,0,1,1,3,1,4,4,4,4,NTU Singapore - National Institute of Education,1,2,NA,NA,1,2
1556,Singapore,5,2,4,1,4,10,9,1,5,0,2,4,1,2,3,4,4,3,NTU Singapore - National Institute of Education,1,2,21.30394858,4.0,1,2
1399,Singapore,0,2,4,0,0,6,7,2,5,0,1,4,1,1,3,2,3,2,NTU Singapore - National Institute of Education,2,1,20.58966513,4.7,1,2
1398,Singapore,0,0,0,0,0,6,7,2,5,0,1,1,2,2,3,3,4,3,NTU Singapore - National Institute of Education,1,1,32.21175729,5.0,2,1
1365,Singapore,1,2,4,0,0,12,8,2,5,0,3,1,3,4,4,3,4,3,NTU Singapore - National Institute of Education,1,1,19.97440779,4.9,1,1
1357,Singapore,3,0,4,0,0,9,8,1,5,0,1,2,4,3,3,3,3,2,NTU Singapore - National Institute of Education,1,1,23.35563691,4.9,1,2
1519,Singapore,0,3,0,0,0,2,8,2,5,0,1,1,3,1,2,2,3,4,NTU Singapore - National Institute of Education,1,1,19.13265306,4.5,2,2
1414,Singapore,3,0,0,0,0,14,8,1,5,0,2,8,8,6,2,1,3,4,NTU Singapore - National Institute of Education,1,1,22.64737696,NA,1,2
1448,Singapore,2,5,4,0,4.75,14.25,7.25,1,5,0,2,1,2,6,5,5,4,4,NTU Singapore - National Institute of Education,1,2,19.95728441,NA,1,1
1567,Singapore,1,0,0,2,1.25,15.25,10,1,5,1,1,1,2,2,3,2,2,2,NTU Singapore - National Institute of Education,2,1,23.25501864,3.3,2,2
1574,Singapore,5,0,0,3,2.75,12.75,2,1,5,0,1,1,8,6,3,3,2,2,NTU Singapore - National Institute of Education,2,1,NA,NA,1,1
1501,Singapore,0,0,0,0,0,12.25,3.5,1,5,0,2,2,3,6,4,4,3,3,NTU Singapore - National Institute of Education,1,2,NA,NA,1,2
1359,Singapore,0,0,0,0,0,7,7,1,5,0,3,2,1,1,3,5,4,4,NTU Singapore - National Institute of Education,4,1,29.74419988,3.8,2,2
1462,Singapore,3,0,0,0,0,12.25,9.75,1,5,0,4,3,8,1,4,5,5,3,NTU Singapore - National Institute of Education,1,1,NA,NA,2,1
1589,Singapore,1,1,3.25,2,2.75,15.25,5,1,5,1,2,1,8,1,4,3,2,3,NTU Singapore - National Institute of Education,3,1,NA,NA,2,1
1493,Singapore,5,3,4,3,0,6,8,2,5,0,1,1,1,3,2,2,3,1,NTU Singapore - National Institute of Education,4,1,24.72518293,3.6,2,1
1478,Singapore,4,4,3.25,1,1.75,10,7.75,1,5,0,3,2,3,2,1,4,3,1,NTU Singapore - National Institute of Education,3,2,24.609375,4.6,1,2
1530,Singapore,2,2,2,2,4,9.25,2.25,1,5,0,1,5,8,1,2,2,5,2,NTU Singapore - National Institute of Education,2,1,30.77870114,NA,1,1
1545,Singapore,2,3,0,0,0,4,7,1,5,1,1,1,3,2,3,2,3,3,NTU Singapore - National Institute of Education,3,2,21.09619051,3.8,2,2
1580,Singapore,1,3,1.25,2,2,14.25,3.5,1,5,4,1,1,3,6,2,3,3,4,NTU Singapore - National Institute of Education,1,2,19.22768787,NA,2,2
1403,Singapore,0,0,0,0,0,10,9,2,5,5,2,1,2,1,2,5,2,1,NTU Singapore - National Institute of Education,2,1,19.23947488,4.2,2,2
1511,Singapore,2,1,2.75,2,2,13.25,4.75,1,5,0,2,1,8,6,3,3,4,2,NTU Singapore - National Institute of Education,1,1,24.61810377,NA,2,2
1395,Singapore,2,0,4.75,0,0,5,7,1,5,0,1,1,1,4,3,3,3,3,NTU Singapore - National Institute of Education,4,2,19.00390835,4.0,1,2
1503,Singapore,2,2,2.25,2,3.25,13.25,9.25,1,5,0,5,2,8,6,4,5,4,3,NTU Singapore - National Institute of Education,1,1,NA,NA,2,2
6040,MALAYSIA,1,1,2.75,1,3,3.25,14,1,5,0,5,2,2,7,5,2,5,3,Universiti Putra Malaysia,2,1,18.91447368,4.0,2,2
6170,MALAYSIA,7,0,0,6,3.75,3,4.75,1,5,0,8,7,2,1,1,1,1,1,Universiti Putra Malaysia,5,2,28.04281659,3.8,1,1
6149,MALAYSIA,2,2,5,2,2.75,2.25,3,1,5,0,7,6,3,2,5,3,5,4,Universiti Putra Malaysia,5,1,22.86236854,3.1,2,1
6254,MALAYSIA,3,0,0,0,0,14.25,3,1,5,0,3,2,2,6,2,2,2,3,University of Malaya,1,1,NA,NA,2,2
6118,MALAYSIA,2,2,1.75,3,4,6.25,4,1,4,0,5,6,4,3,3,4,3,2,Universiti Putra Malaysia,4,2,34.08660523,3.7,1,1
6117,MALAYSIA,0,0,0,1,2,5.5,2.75,1,4,0,2,1,2,4,4,4,4,4,Universiti Putra Malaysia,5,2,18.92915089,NA,2,1
6244,MALAYSIA,0,0,0,0,0,15.25,15,3,5,0,1,1,3,8,2,5,2,3,Universiti Putra Malaysia,5,2,21.97133586,2.4,2,1
6209,MALAYSIA,2,0,0,2,2.25,5.25,3,1,5,0,1,2,2,4,3,4,4,4,Universiti Putra Malaysia,5,1,16.796875,NA,2,1
6264,MALAYSIA,6,4,3,2,5,9.25,1.75,3,5,0,3,2,1,1,4,4,5,3,University of Malaya,5,1,22.65625,3.7,1,1
6296,MALAYSIA,3,2,2.75,2,3,6.25,1,1,5,0,4,4,3,4,3,4,4,3,University of Malaya,3,1,23.14725512,3.4,2,1
6226,MALAYSIA,2,0,0,3,2.25,4.25,4,1,5,0,2,2,3,1,3,2,3,3,Universiti Putra Malaysia,5,1,30.66666667,NA,1,1
6305,MALAYSIA,5,0,0,5,3.75,6.25,3,1,2,7,4,4,2,1,1,1,2,2,University of Malaya,4,1,27.34375,3.8,2,1
6050,MALAYSIA,6,1,1.75,5,2.75,11.25,15,1,5,0,1,3,1,1,5,3,4,3,Universiti Putra Malaysia,2,2,20.32443826,3.9,2,1
6074,MALAYSIA,0,0,0,0,0,3.25,4.25,1,5,0,3,2,3,2,3,2,4,3,Universiti Putra Malaysia,5,2,0,4.0,1,1
6251,MALAYSIA,2,1,2.5,1,2,2.25,12.5,1,5,0,4,4,3,6,4,2,2,4,University of Malaya,5,2,NA,NA,2,2
6220,MALAYSIA,1,0,0,4,2.25,14.5,6,1,5,0,6,8,3,1,2,2,2,3,Universiti Putra Malaysia,4,1,20.613131,3.6,1,1
6088,MALAYSIA,1,0,0,1,2.75,14.25,5.5,1,5,0,4,8,1,3,4,3,5,4,Universiti Putra Malaysia,3,2,23.30668005,NA,1,1
6255,MALAYSIA,4,4,2.25,2,2.25,9.25,5,2,5,0,2,1,8,1,3,4,3,3,University of Malaya,3,1,NA,NA,1,2
6035,MALAYSIA,0,0,0,0,0,14.25,6,1,5,0,1,3,1,3,2,4,2,5,Universiti Putra Malaysia,1,1,23.14725512,3.7,2,2
6177,MALAYSIA,0,2,2,0,0,11.75,2,1,5,0,1,1,2,6,3,4,3,3,Universiti Putra Malaysia,3,2,27.39091856,3.7,1,1
6127,MALAYSIA,3,3,2.75,2,1.75,12.75,2,1,5,0,2,3,1,5,4,4,4,3,Universiti Putra Malaysia,3,1,15.40062435,NA,2,1
6256,MALAYSIA,5,0,0,6,4,9.25,14.25,1,5,0,1,1,3,1,3,3,3,2,University of Malaya,1,1,NA,NA,1,2
6182,MALAYSIA,4,0,0,5,2.75,4.25,14,1,5,0,2,2,4,1,3,4,3,2,Universiti Putra Malaysia,3,1,22.60026298,NA,2,1
6190,MALAYSIA,1,2,3.25,0,0,3.25,2,1,5,0,8,2,4,1,4,5,3,2,Universiti Putra Malaysia,5,2,17.7154195,NA,2,1
6310,MALAYSIA,0,0,0,0,0,11.25,4,4,5,0,1,1,1,1,3,3,3,4,University of Malaya,5,1,18.42653421,3.8,2,1
6108,MALAYSIA,3,0,0,4,2.25,14.25,0.5,1,5,0,1,1,1,8,3,5,2,3,Universiti Putra Malaysia,3,2,34.29355281,3.6,1,1
6130,MALAYSIA,0,0,0,0,0,11.25,12.5,1,5,0,1,2,1,8,3,4,3,4,Universiti Putra Malaysia,3,1,20.17455375,3.3,2,1
6240,MALAYSIA,0,3,2,2,2,8.25,6.5,1,5,0,1,1,3,3,4,4,4,4,Universiti Putra Malaysia,3,1,18.02595738,3.9,1,1
6172,MALAYSIA,1,0,0,0,0,9.25,2.5,1,5,0,1,3,2,5,5,4,3,3,Universiti Putra Malaysia,1,1,21.98989237,NA,2,1
6263,MALAYSIA,7,5,2.75,2,3.25,5.25,3.75,3,5,0,3,5,2,5,1,5,5,5,University of Malaya,3,1,18.5178041,3.5,2,1
6282,MALAYSIA,0,2,4,2,3.25,14,5.75,4,5,0,2,2,1,8,2,2,3,2,University of Malaya,5,2,18.5178041,3.8,2,1
6299,MALAYSIA,5,0,0,0,0,5.75,3.5,1,5,0,2,1,2,1,2,3,2,2,University of Malaya,3,1,23.49523687,3.4,2,1
6111,MALAYSIA,5,0,0,6,4,3.25,3.5,1,5,0,2,1,2,4,2,2,3,2,Universiti Putra Malaysia,5,2,21.44756785,NA,1,1
6222,MALAYSIA,6,0,0,6,4.25,6.75,3.5,3,5,0,1,1,8,7,3,4,4,4,Universiti Putra Malaysia,5,1,17.14677641,NA,2,2
6041,MALAYSIA,1,0,0,0,0,5.25,4,1,5,0,1,3,1,1,3,4,3,3,Universiti Putra Malaysia,2,2,24.44727891,3.9,2,2
6171,MALAYSIA,1,0,0,0,0,15.25,2.5,1,5,0,2,3,1,2,1,2,2,2,Universiti Putra Malaysia,1,1,32.45567772,NA,1,1
6157,MALAYSIA,2,2,2.25,4,4.25,8.75,3,1,5,0,2,1,3,1,4,3,5,3,Universiti Putra Malaysia,5,2,24.77209671,NA,1,1
6124,MALAYSIA,4,2,3.25,0,0,6.25,3,4,5,0,5,5,4,3,3,2,3,4,Universiti Putra Malaysia,5,1,18.67093431,NA,2,1
6235,MALAYSIA,2,0,0,2,3,6.25,3.25,1,5,0,2,1,2,2,3,4,3,2,Universiti Putra Malaysia,5,1,18.59103675,NA,2,1
6055,MALAYSIA,3,0,0,4,3.25,7,8,3,4,0,6,6,2,3,5,3,3,4,Universiti Putra Malaysia,5,2,21.2244898,NA,2,1
6308,MALAYSIA,1,2,3.25,3,2.25,6.25,4,1,4,0,2,1,3,4,1,2,1,1,University of Malaya,5,2,38.9739229,3.5,2,1
6153,MALAYSIA,0,0,0,0,0,5.25,9,3,5,0,1,1,3,1,4,3,2,5,Universiti Putra Malaysia,5,2,19.03114187,NA,2,1
6057,MALAYSIA,3,0,0,7,4,9,4,1,5,0,8,8,2,2,5,5,3,3,Universiti Putra Malaysia,5,2,20.28479857,NA,2,1
6238,MALAYSIA,2,0,0,0,0,14.75,4,2,5,0,1,2,1,1,4,4,4,3,Universiti Putra Malaysia,3,2,16.18427491,NA,2,1
6032,MALAYSIA,0,0,0,0,0,10.25,13,1,5,0,1,1,3,1,5,5,4,5,Universiti Putra Malaysia,1,1,NA,NA,2,2
6047,MALAYSIA,4,4,2.5,4,3.25,15,8,1,5,0,1,3,8,1,3,4,4,3,Universiti Putra Malaysia,3,1,NA,NA,1,2
6048,MALAYSIA,4,1,2.75,0,3,13.25,3,2,5,5,8,8,8,6,4,4,4,5,Universiti Putra Malaysia,4,1,NA,NA,1,2
6187,MALAYSIA,0,0,0,0,0,5.25,2.5,1,5,0,1,1,2,2,2,5,3,3,Universiti Putra Malaysia,3,1,22.48132907,3.5,1,1
6080,MALAYSIA,2,1,2.25,3,3.25,13.25,4.5,1,5,0,6,2,2,8,4,3,3,2,Universiti Putra Malaysia,3,1,14.69237833,2.4,1,1
6201,MALAYSIA,0,0,0,0,0,14.25,1.75,1,5,0,2,1,3,2,3,3,4,2,Universiti Putra Malaysia,5,1,22.48132907,3.8,2,1
6100,MALAYSIA,3,0,0,0,0,9.25,4.25,1,5,0,1,1,3,4,5,3,3,3,Universiti Putra Malaysia,5,1,0,3.5,1,1
6301,MALAYSIA,3,0,1.75,4,2.75,9.25,6,1,5,0,1,2,2,4,3,3,2,3,University of Malaya,5,2,22.47120876,3.6,1,1
6038,MALAYSIA,1,0,0,0,0,6.75,4.5,1,1,0,3,6,1,5,5,4,4,3,Universiti Putra Malaysia,1,1,NA,NA,2,1
6078,MALAYSIA,1,0,0,2,4.75,6.75,4.5,1,5,0,4,4,1,1,3,4,4,3,Universiti Putra Malaysia,4,1,16.64932362,3.6,2,1
6242,MALAYSIA,3,1,1.75,3,3,9.25,6,1,5,0,1,2,2,2,3,4,4,4,Universiti Putra Malaysia,5,2,18.49649888,3.8,2,1
6128,MALAYSIA,7,4,2.25,4,3,6.25,3,1,5,0,5,4,4,1,3,4,3,4,Universiti Putra Malaysia,5,1,18.25631871,3.8,1,1
6150,MALAYSIA,1,0,0,2,4.25,11.25,1.5,1,5,0,2,2,1,1,4,3,3,2,Universiti Putra Malaysia,3,1,21.75546853,3.7,1,1
6141,MALAYSIA,1,0,0,1,2.75,4.25,2,1,5,0,1,3,1,2,3,5,4,3,Universiti Putra Malaysia,5,2,19.72318339,3.1,2,1
6129,MALAYSIA,4,0,0,5,2.75,14.25,2,1,5,0,4,3,1,1,4,3,5,4,Universiti Putra Malaysia,5,2,24.50894577,NA,2,1
6208,MALAYSIA,4,0,0,7,2.75,3,14.5,4,5,0,4,2,1,5,3,3,3,4,Universiti Putra Malaysia,5,1,17.94181725,NA,2,1
6273,MALAYSIA,2,1,1.75,1,1.75,4.75,6.5,1,5,0,1,2,4,3,4,4,4,4,University of Malaya,4,1,21.07719523,NA,1,1
6096,MALAYSIA,0,0,0,0,0,14.25,7,1,5,0,2,3,3,3,3,3,3,5,Universiti Putra Malaysia,5,1,0,NA,2,1
6167,MALAYSIA,0,0,0,0,0,11.25,4,4,5,0,2,4,1,1,2,2,3,2,Universiti Putra Malaysia,5,2,18.51319863,NA,2,1
6146,MALAYSIA,1,0,0,0,0,13.25,6.5,1,4,0,1,2,4,3,2,4,3,4,Universiti Putra Malaysia,3,2,19.88385305,3.9,2,1
6066,MALAYSIA,2,0,0,2,2.25,3.25,1.75,1,5,0,1,1,1,1,4,4,3,3,Universiti Putra Malaysia,5,1,21.64412071,NA,1,1
6316,MALAYSIA,1,0,0,2,2.75,4.25,3.5,1,5,0,1,3,6,1,3,2,2,3,University of Malaya,4,1,20.82093992,3.3,2,1
6232,MALAYSIA,0,0,0,0,0,4.25,2,1,5,0,1,8,2,2,2,4,4,4,Universiti Putra Malaysia,4,1,28.62879239,3.3,1,1
6113,MALAYSIA,7,0,0,7,3,9.75,4.5,1,5,0,2,2,1,3,3,4,3,4,Universiti Putra Malaysia,4,2,21.2962963,NA,1,1
6269,MALAYSIA,5,3,2.75,2,2.75,3.25,2,1,5,0,4,3,2,1,3,2,3,4,University of Malaya,4,1,23.87511478,NA,1,1
6054,MALAYSIA,0,0,0,0,0,6.25,5,1,5,0,1,1,1,5,2,3,2,2,Universiti Putra Malaysia,4,1,27.91551882,3.8,2,1
6131,MALAYSIA,1,0,0,0,3.25,6.25,2.5,1,5,0,1,1,2,8,4,4,4,4,Universiti Putra Malaysia,5,1,18.25631871,NA,2,1
6193,MALAYSIA,3,1,2.5,0,0,8.25,8,1,5,0,2,2,3,1,2,4,3,2,Universiti Putra Malaysia,4,1,22.265625,3.8,1,1
6202,MALAYSIA,3,0,0,3,2.25,9.25,2,1,5,0,7,7,2,3,3,4,4,3,Universiti Putra Malaysia,5,1,22.64086462,3.9,1,1
6196,MALAYSIA,3,5,2.25,7,2.25,11.25,2.75,1,5,0,1,4,2,1,5,5,5,3,Universiti Putra Malaysia,5,2,25.0995016,NA,1,1
6134,MALAYSIA,0,0,0,0,0,13.25,5,3,5,0,1,3,1,1,4,5,3,2,Universiti Putra Malaysia,5,2,33.56401384,NA,2,1
6297,MALAYSIA,5,2,3.25,1,2.25,2.25,15,1,5,0,1,1,3,2,4,3,3,4,University of Malaya,5,1,21.484375,4.0,1,1
6228,MALAYSIA,4,4,2.75,3,2.75,3.25,9.75,1,5,0,3,1,2,4,3,3,3,3,Universiti Putra Malaysia,4,2,23.30668005,3.7,1,1
6120,MALAYSIA,0,0,0,7,3.25,12,0.5,1,5,0,1,4,1,1,4,5,5,2,Universiti Putra Malaysia,3,1,17.578125,4.0,2,1
6252,MALAYSIA,2,1,1.75,1,2.75,15.75,3,1,5,0,2,2,3,6,2,3,2,3,University of Malaya,1,2,NA,NA,2,2
6164,MALAYSIA,0,0,0,4,2.25,3.25,5,1,5,0,5,3,1,2,4,2,3,3,Universiti Putra Malaysia,4,1,19.97918835,3.6,1,1
6219,MALAYSIA,2,1,2.75,1,4,2.25,1,1,5,0,1,3,1,7,2,2,2,2,Universiti Putra Malaysia,5,1,22.31327843,NA,1,1
6303,MALAYSIA,2,0,0,4,4.25,13.25,4.5,1,5,0,5,3,4,3,4,4,4,2,University of Malaya,4,1,18.19548277,3.8,1,1
6095,MALAYSIA,1,0,0,0,0,8,4,1,5,0,1,3,1,1,4,4,4,3,Universiti Putra Malaysia,5,1,18.42653421,3.9,1,1
6077,MALAYSIA,3,0,0,2,4,6.25,12.75,1,5,0,1,4,4,5,2,5,5,3,Universiti Putra Malaysia,5,1,23.19109462,3.5,2,1
6181,MALAYSIA,5,5,2.25,5,1.75,4.25,5,1,5,0,3,3,1,3,3,3,3,3,Universiti Putra Malaysia,4,1,17.36111111,3.5,1,1
6104,MALAYSIA,5,5,3.25,5,3.25,3.75,2.5,1,5,0,2,1,3,4,4,3,4,4,Universiti Putra Malaysia,5,2,28.3446712,NA,1,1
6033,MALAYSIA,0,0,0,2,3.75,15.25,10,1,5,0,1,1,3,1,2,3,3,2,Universiti Putra Malaysia,1,2,NA,NA,2,2
2846,Indonesia,1,0,0,1,1.75,12.5,9.75,1,5,0,2,1,1,2,4,3,4,4,Universitas Indonesia,1,1,22.0603538,3.2,2,2
3057,Indonesia,1,2,1.25,0,0,13.25,6.75,1,4,0,3,4,5,3,3,4,3,4,Universitas Indonesia,1,1,33.32051775,3.4,2,2
5591,Indonesia,1,5,2.25,0,0,9.25,8.75,1,5,0,1,2,3,8,5,3,3,1,Universitas Indonesia,1,1,NA,NA,2,1
3744,Indonesia,2,1,2.25,1,2,2.5,4.75,1,4,0,1,3,2,1,3,3,3,2,Universitas Indonesia,1,2,30.24691358,3.5,2,2
2859,Indonesia,1,0,0,0,0,3.25,3.75,2,5,0,2,1,2,2,3,2,2,4,Universitas Indonesia,1,1,16.33038177,3.3,2,2
3394,Indonesia,2,0,0,2,2.75,4.25,4,1,5,0,1,1,2,2,3,4,3,4,Universitas Indonesia,1,1,19.70553242,3.6,2,2
